ID,Edad,Sexo,NED,NumBancos,NumFinanc,TDSR,C6M,AumDeu,PI,Cont,Vigen,Ingreso,Default
34362,61,M,ST,3,3,252.69,4,0.0774,0,429836,672700.894,148873.0077,M
34363,32,M,TNT,2,0,4.19,1C,0.0409,0,102400,190151.2107,62706.52887,B
34364,42,F,TNT,4,0,55.38,2B,0.1234,0,252225,48692.95303,78871.12561,B
34365,47,F,ST,0,0,82.15,1C,-0.0748,0,171176,598900.9983,50313.38816,B
34366,30,M,TNT,3,2,8.94,1C,0.2241,0,96342,106197.2774,64912.0664,B
34367,33,M,SNT,2,2,21.5,2B,0.0651,0,163839,82045.27298,37387.30223,M
34368,52,M,ST,2,0,32.28,1C,0.0738,0,217069,246943.5927,88063.64027,B
34369,21,M,PT,3,0,6.41,4,-0.0314,1,52701,586121.9377,17151.7772,B
34370,46,M,ST,0,0,38.18,2B,-0.1313,0,183260,52425.85561,67921.99043,B
34371,51,M,ST,2,0,19.35,1C,-0.0154,0,163590,203649.3594,97706.65356,B
34372,27,M,TT,0,0,7.02,2A,0.204,0,488674,205425.5088,54946.77669,B
34373,25,M,SNT,3,2,19.87,2B,0.0193,0,213827,319328.7553,23933.59451,M
34374,39,M,PNT,0,0,25.01,3,0.1742,0,45159,4504.880887,18606.45247,M
34375,46,M,TNT,2,1,21.5,1C,0.195,0,405528,1432760.027,76741.87021,B
34376,25,M,TNT,2,1,19.59,1C,0.076,0,49360,227158.9312,50816.23667,B
34377,28,M,TT,1,0,12.42,1C,0.0569,0,213764,242114.4431,24896.0475,B
34378,45,M,TNT,1,0,7.7,1C,0.1623,0,146241,203325.7322,183630.6659,B
34379,39,F,TNT,2,1,84.17,5,0.0739,0,298327,238175.7381,43927.21156,M
34380,40,F,ST,2,0,13.61,1A,0.1138,0,38868,4461.327183,27535.65703,B
34381,49,F,TNT,0,3,16.24,3,0.249,0,262628,156967.72,117921.4718,M
34382,51,F,TNT,0,0,39.18,1C,0.1383,0,778046,114556.3557,76535.17683,B
34383,23,M,PT,3,2,14.44,1A,-0.0291,0,159885,385668.5963,19835.45298,M
34384,50,M,ST,2,2,11.12,4,0.0777,0,345980,675917.6815,63493.64043,M
34385,29,M,ST,1,1,40.27,2B,0.1025,0,127920,29770.29694,26807.78223,M
34386,54,F,TT,0,2,15.67,1C,0.0584,0,31289,235782.1665,99769.06257,B
34387,46,F,PT,1,0,27.69,1C,-0.0996,0,60524,250863.8464,36284.68653,B
34388,48,F,TT,3,2,32.94,1C,0.1768,0,72135,269699.6913,155165.7795,B
34389,39,M,ST,3,0,55.26,1C,0.0055,0,48416,412905.7023,50546.21722,B
34390,49,M,TT,0,1,7.55,1C,0.0027,0,7380,153492.8906,82572.33285,B
34391,45,F,TT,0,0,121.06,1C,-0.0168,0,298536,369608.3002,95373.44762,B
34392,45,M,TNT,0,1,23.44,3,-0.0178,0,606296,337477.0373,167926.5587,M
34393,49,M,ST,2,0,13.48,4,0.1764,0,240255,246131.4577,162632.2621,B
34394,43,M,TT,2,3,16.45,1C,0.1142,0,116239,160755.334,63544.10032,B
34395,36,M,TT,4,0,28.14,4,-0.0286,0,23475,175921.7142,131113.4966,B
34396,45,F,SNT,0,3,55.34,4,0.0685,0,716846,369216.0912,58824.33424,M
34397,34,M,TT,1,2,6.3,3,0.1691,0,110883,91468.3953,65057.81566,B
34398,25,M,ST,3,3,29.87,1C,0.1067,0,70868,616954.5825,18654.5937,M
34399,31,F,TT,1,2,11.28,1C,-0.0507,0,192588,60122.60688,69731.90263,B
34400,46,M,TT,2,0,44.94,2A,-0.1313,0,83713,398031.835,157421.0476,B
34401,33,M,TNT,3,3,80.97,2A,0.0234,0,160406,111631.5284,65434.28587,M
34402,51,F,TNT,2,1,3.51,1C,0.1282,0,143791,311514.0628,160785.4665,B
34403,54,M,TT,2,0,37.2,2A,0.0976,0,330325,205106.6369,193625.5114,B
34404,48,M,TNT,4,0,39.94,1A,0.0151,1,179809,374371.2305,81243.17624,B
34405,24,M,ST,1,0,14.96,4,-2.00E-04,0,123702,41228.3643,36084.65293,M
34406,25,M,TT,3,1,32.16,4,0.2239,1,360135,901853.7937,50517.95065,B
34407,39,M,PT,1,0,2.05,2A,0.0938,1,479053,552540.003,21364.05909,M
34408,45,M,PT,3,3,1.51,1C,0.1995,0,50817,359376.6621,27763.53637,B
34409,46,F,SNT,2,3,32.26,3,0.0501,0,746613,190558.0165,34200.55791,M
34410,43,M,SNT,4,0,9.82,1C,-0.0149,1,210757,470416.3469,104705.1359,B
34411,33,M,SNT,3,0,70.93,2A,-0.0702,0,66025,165708.4141,20082.62146,M
34412,52,F,ST,3,1,5.42,4,0.1461,0,152880,144236.0533,48543.46983,B
34413,30,M,PT,3,0,26.59,1C,0.1346,0,222980,759576.4156,21175.50584,B
34414,51,M,ST,2,2,11.42,2A,0.0101,0,33720,85796.55553,46900.72934,B
34415,54,M,ST,0,2,32.01,2B,0.0266,0,246450,25050.70663,94432.50324,M
34416,25,M,TNT,2,0,17.81,3,0.153,0,411654,290840.766,31402.1184,M
34417,44,M,PT,0,0,34.2,1C,0.1511,0,126960,85500.3441,27093.65901,B
34418,52,M,ST,2,0,31.9,1C,0.0677,0,230431,126514.0359,128031.565,B
34419,30,M,SNT,2,2,6.02,1C,-0.1408,0,641589,188254.2114,24876.43235,M
34420,44,M,TT,2,3,113.18,1C,0.2019,0,240955,83648.31711,81520.26279,B
34421,31,M,ST,2,0,22.43,3,0.0598,0,48892,357773.522,26424.49058,B
34422,38,M,ST,2,0,46.67,5,0.0604,1,159062,104549.4243,37648.65373,B
34423,48,M,TNT,2,0,17.23,3,0.0528,0,231530,1444228.069,72452.65411,M
34424,54,F,ST,1,0,63.42,1C,0.1679,0,51759,893952.7491,59048.81418,B
34425,53,M,TT,2,0,14.03,1A,-0.005,0,728625,904381.2205,106360.281,B
34426,38,F,ST,4,3,46.91,1C,0.0816,0,179439,46286.43346,91082.06305,B
34427,43,F,TNT,3,0,7.7,1C,0.0643,0,81540,136260.7379,57023.04876,B
34428,50,M,ST,4,3,144.91,1C,0.0419,0,198694,827775.4853,56798.91664,B
34429,27,M,TNT,3,0,3.37,1C,-0.0041,0,28088,529329.5541,46426.561,B
34430,36,M,TT,2,0,34.92,1C,0.2795,0,179197,93127.97821,57787.93847,B
34431,20,M,TNT,2,1,17.72,2A,0.184,0,207811,474283.1128,28526.06645,M
34432,50,F,ST,2,0,11.55,4,0.278,0,359978,243234.5162,90328.63876,M
34433,43,M,TNT,2,0,35.21,1C,0.0451,1,82482,230082.2571,71944.08545,B
34434,37,M,ST,0,0,15.42,1C,0.03,0,479442,776904.4636,27797.66538,M
34435,39,F,ST,2,2,53.34,5,0.0926,0,70703,147997.2291,29093.26058,M
34436,44,F,TT,2,2,9.17,1A,0.0585,0,10894,145460.6529,85106.593,B
34437,51,F,TT,3,2,7.37,4,0.1446,0,115568,41543.80126,134683.5579,B
34438,51,M,PNT,2,3,3.53,1C,0.0943,0,284302,137106.9454,20220.14449,M
34439,34,M,ST,0,0,12.48,1C,0.1484,0,747268,279654.4247,30356.73272,B
34440,40,F,TT,4,1,163.73,1C,0.0082,0,147655,84140.12745,129539.1691,B
34441,37,M,TNT,3,1,42.83,5,0.0508,0,84845,264665.5754,46493.43528,M
34442,58,M,PNT,2,2,12.52,2B,-0.2328,0,191948,430632.0391,26122.93703,B
34443,41,M,ST,0,0,11.11,2A,0.0667,0,88142,104916.9886,61439.5957,M
34444,29,F,ST,1,2,35.08,1C,0.1104,1,32898,38107.58,37445.44404,B
34445,35,M,ST,1,0,20.91,1C,0.1057,0,163014,1297222.363,37641.53647,B
34446,55,M,ST,0,2,69.43,1C,0.2271,0,678128,416497.8017,41733.01373,M
34447,44,F,SNT,2,3,27.2,1C,0.0936,0,98570,137761.9101,23843.75002,B
34448,44,M,SNT,0,3,168.88,1C,0.1548,0,199368,232043.2924,44553.0461,M
34449,49,F,PT,0,1,14.05,2B,0.0507,0,388644,188480.6831,24084.42443,M
34450,43,F,TNT,1,2,318.52,1C,0.0631,0,73203,154496.5884,70655.56174,M
34451,42,F,ST,3,0,15.05,1C,-0.0463,0,298841,814755.3928,27890.58827,B
34452,50,M,TT,0,0,10.86,1C,0.0538,0,339063,225656.2037,77126.61467,B
34453,25,F,TT,3,0,17.98,1C,0.0954,0,89926,698285.7496,35228.46404,B
34454,26,M,TT,2,1,36.84,1C,-0.0808,0,118862,23972.17951,65188.92122,B
34455,50,M,TNT,3,0,20.88,3,0.0575,1,383556,77795.41711,72460.96897,B
34456,42,M,ST,2,0,18.94,1C,0.1419,0,602913,226169.4922,52603.33055,B
34457,34,M,PNT,0,3,49.46,1C,0.0583,0,234342,154394.3528,18083.43686,M
34458,51,F,ST,4,0,14.23,1C,-0.0685,0,91780,21283.50535,97616.57563,B
34459,46,M,TT,1,3,9.69,1A,-0.2163,0,133907,658289.5673,155086.5515,B
34460,44,F,ST,2,0,158.29,1A,0.0675,0,203652,201218.2006,42483.05989,B
34461,51,M,TT,3,0,33.41,1C,0.0795,0,67501,102706.2871,223400.306,B
34462,42,M,TT,1,2,17,1C,0.0343,0,295055,154408.5355,72313.4747,B
34463,60,M,ST,0,1,38.2,2B,-0.0049,0,82969,244352.4062,138259.1253,B
34464,54,M,TT,0,1,247.89,2B,-0.0895,0,422902,582227.5824,133855.2545,M
34465,49,F,PNT,4,0,14.29,4,-0.056,0,38176,149135.7039,23873.65416,M
34466,28,M,TNT,3,2,3.69,3,0.0671,0,340005,774495.3532,42273.13629,M
34467,58,M,TT,0,1,31.38,4,0.027,0,370094,191361.9421,266622.0053,M
34468,43,F,TT,0,0,30.87,1C,0.128,0,566822,484146.1746,93707.55573,B
34469,34,M,TT,2,0,36.06,2A,0.1238,0,67361,405036.7756,38858.21586,B
34470,48,F,ST,2,2,58.95,3,-0.0446,0,227346,113043.5877,98156.71988,M
34471,44,M,TT,2,1,37.05,5,-0.0135,0,1074789,903871.7071,95636.73655,B
34472,22,M,SNT,4,3,25.68,1C,0.0664,0,127312,341199.9644,18462.11721,B
34473,53,M,PNT,2,2,77.79,1C,-0.0467,0,601865,804645.1974,20401.4687,M
34474,46,M,TT,2,1,39.82,1C,-0.0191,0,167683,977371.954,102235.9352,B
34475,58,M,ST,3,2,31.27,4,0.0935,0,226351,32771.15125,77487.46619,M
34476,39,M,TNT,2,2,78.61,4,0.1101,0,625917,269407.8715,71641.73603,M
34477,36,F,TT,3,0,31.37,2B,0.0974,1,150436,65503.3373,85892.10833,B
34478,42,M,SNT,2,1,6.79,1C,-0.0686,0,37618,145795.4251,35412.68561,B
34479,31,M,TT,1,1,47.37,4,0.0162,0,60138,103227.6769,85519.86186,M
34480,35,M,TT,1,1,24.82,1C,0.0607,1,583850,115270.2843,56241.18058,B
34481,32,M,ST,0,0,12.38,1C,-0.0052,0,279027,607568.8675,30774.37617,M
34482,31,M,TNT,4,1,106.54,2B,0.1303,0,34990,282999.2014,33417.90993,M
34483,57,F,ST,2,0,5.07,3,0.102,0,345009,161959.9728,92972.42849,B
34484,62,M,ST,2,0,4.85,1C,0.1115,0,157007,97995.11221,72576.09929,B
34485,44,M,ST,0,0,41.58,1C,-0.0963,0,55611,287075.1342,78756.70771,B
34486,45,F,SNT,0,2,26.58,4,-0.0202,0,205062,476075.5759,29167.76781,M
34487,21,M,ST,1,2,81.06,1A,0.0864,0,72848,391798.2996,21023.42612,M
34488,51,M,PT,2,1,40.41,2A,0.0238,0,48920,86500.0357,31675.6961,B
34489,30,M,PT,2,1,8.34,1C,-0.1774,0,856946,308489.5323,20830.92937,M
34490,52,F,TT,2,0,29.01,2B,0.0757,0,128465,197697.2387,239543.9336,B
34491,45,F,PNT,3,0,29.92,2B,0,0,412675,1026639.358,20722.9567,M
34492,45,M,SNT,2,0,22.5,1C,0.2744,0,212479,68626.52557,37111.41283,B
34493,58,M,SNT,1,0,8.65,1C,0.1215,1,534325,110652.7663,140643.5352,B
34494,45,F,TT,3,2,4.32,3,0.1575,1,18780,194526.1771,66996.50597,B
34495,36,F,ST,3,0,43.54,2A,0.1354,0,21797,187457.3584,52502.75492,M
34496,24,F,SNT,2,1,25.86,1C,0.1375,0,626536,578407.9442,25682.78966,M
34497,46,M,SNT,2,1,3.56,1C,0.026,0,120899,350409.6567,24452.73484,B
34498,33,M,ST,2,1,2.43,4,-0.1169,0,102240,359636.2825,29485.77242,M
34499,28,M,TT,4,1,8.08,1C,-0.0333,1,107913,2169346.769,63199.40124,B
34500,43,M,PNT,2,2,58.58,1C,0.0952,0,159130,144588.3253,21144.47505,M
34501,41,M,PNT,3,0,34,3,0.2186,0,253394,161208.0546,15716.46111,M
34502,55,M,SNT,3,2,11.77,1C,0.1388,0,778016,27867.56052,55346.27535,M
34503,37,M,SNT,3,3,5.71,2B,-0.0102,0,260679,365789.6158,27762.4909,M
34504,46,M,ST,2,1,19.92,2B,-0.0139,0,98655,151049.305,46193.92278,B
34505,42,F,ST,0,2,10.75,4,0.061,0,460720,713244.339,44023.59227,M
34506,38,M,TT,2,0,46.81,1C,0.0624,0,117121,276394.2875,53533.62178,B
34507,44,M,TT,1,1,37.82,3,-0.0282,0,134320,67081.22756,149930.0785,B
34508,57,F,SNT,1,3,12.96,1C,-0.0127,0,183688,150416.6753,106845.9082,B
34509,59,M,SNT,0,2,14.11,1C,0.0171,0,175329,551937.0718,57308.8033,M
34510,47,M,PNT,3,0,27.6,1C,-0.02,0,301088,365896.4897,18914.67329,B
34511,52,M,TNT,2,0,11.3,3,-0.0218,0,90570,113940.6314,166686.052,B
34512,34,M,SNT,2,1,9.49,1C,0.1703,0,17211,90832.83789,27383.77536,M
34513,27,F,TNT,0,0,6.89,4,-0.0013,0,386768,240465.9856,47956.55901,M
34514,28,M,ST,0,2,59.03,3,-0.0824,0,93347,114391.8279,39832.42374,M
34515,39,F,TT,2,1,28.29,1C,0.0136,0,4548,305062.6763,85775.23068,B
34516,41,F,TT,3,3,141.31,2A,-0.0575,0,404093,285596.8284,111194.3411,B
34517,50,M,TNT,3,1,22.19,1C,0.1787,0,188380,84468.88698,95469.52482,B
34518,36,M,SNT,4,2,17.43,1C,0.0857,1,582924,183394.2794,24312.77027,M
34519,39,M,TT,2,0,7.91,1C,0.0575,0,60631,345590.1945,128915.6826,B
34520,41,F,ST,2,3,256.86,5,0.213,0,46179,603823.7578,131840.8923,M
34521,36,M,TT,2,0,55.95,1C,-0.007,0,174502,326203.0561,123410.5253,B
34522,52,M,TNT,2,1,71.85,1C,0.0763,0,100997,229245.1188,82990.53596,B
34523,36,M,ST,3,2,5.99,2A,0.1068,0,240928,89189.30742,24931.25127,M
34524,38,M,TT,0,3,8.1,1C,0.0924,1,287772,352895.5604,67749.73267,B
34525,36,F,ST,2,3,28.64,5,-0.0039,0,13170,146068.3976,44178.23531,M
34526,30,F,TNT,3,2,4.79,1C,0.1138,1,283691,371845.1479,38901.99139,B
34527,35,M,TNT,3,0,5.78,2B,-0.0757,0,330967,33687.37825,55666.27039,B
34528,26,F,TT,2,3,35.35,1C,0.1102,0,368407,60809.75843,69031.23109,B
34529,42,M,TT,2,1,99.82,1C,-0.0253,0,319633,21767.90756,393610.2096,B
34530,43,M,SNT,2,0,12.81,2B,0.0109,0,103569,301858.8104,38663.712,M
34531,44,F,SNT,0,0,6.06,1C,0.1097,1,210905,219253.4573,41318.63053,B
34532,38,M,SNT,0,1,16.77,1A,0.1128,0,224233,102792.0862,20797.88059,M
34533,44,M,ST,2,1,17.99,3,0.091,1,137551,694263.7241,44012.30998,B
34534,31,F,ST,2,0,37.98,1A,0.032,0,129795,108923.7598,53919.12382,B
34535,58,M,TNT,0,2,31.74,2A,-0.0138,0,35889,414646.3934,115347.3844,M
34536,39,M,TNT,3,1,12.65,3,0.064,0,785728,411786.1315,56633.68853,B
34537,45,M,ST,2,0,30.09,1C,0.0906,0,300776,243253.693,61202.77924,B
34538,25,M,ST,2,0,11.68,1A,0.1131,0,216912,564008.5666,28875.53078,B
34539,47,M,TNT,2,2,7.62,2A,-0.0508,0,123840,791061.4554,41252.21121,B
34540,40,M,ST,2,1,21.47,1C,0.1905,0,807272,333274.3508,33057.60459,M
34541,27,M,ST,3,3,23.45,3,0.2463,0,330660,654723.7288,46913.99922,M
34542,51,M,ST,2,0,6.96,1A,0.02,0,53938,114108.837,101146.7137,B
34543,42,F,TT,0,3,125,2A,-0.0405,0,199425,263467.871,132873.3049,M
34544,39,M,ST,2,1,146.09,5,-0.0024,0,90706,173644.0453,32224.60316,M
34545,24,F,SNT,0,2,11.98,2B,0.2234,0,336349,310282.0005,32177.1316,M
34546,36,F,SNT,0,0,21.28,1C,0.0492,0,163639,102826.1735,20347.12373,B
34547,22,F,SNT,0,0,56.43,1C,-0.0335,0,320402,342355.9739,19836.07766,M
34548,53,M,TT,3,0,15.09,1C,0.0699,0,89667,36372.32564,205411.4236,B
34549,38,F,TNT,3,0,19.16,1C,-0.1204,0,305721,340675.3265,83972.3438,B
34550,60,M,TT,2,0,30.66,3,0.2143,0,335786,196846.6694,328092.4936,B
34551,42,M,TNT,0,0,44.25,1C,0.2106,0,140531,222657.6732,152527.8046,B
34552,46,M,TT,0,2,14.36,3,0.121,0,40663,24312.94793,63388.52148,M
34553,50,F,TNT,2,2,10.7,2B,-0.0322,0,747809,662941.1824,225337.435,M
34554,49,M,PT,2,0,38.56,1C,0.103,1,4746,271020.8366,37894.11559,B
34555,42,F,TNT,0,3,9.99,2B,0.152,0,430284,245268.4852,55075.29294,M
34556,60,M,TNT,0,2,8.82,1C,-0.0601,0,1421,260091.545,94987.43224,B
34557,24,F,SNT,0,2,10.22,1C,0.1981,0,91540,84640.57604,25024.74358,M
34558,55,M,TNT,1,0,18.83,1C,0.1431,0,715087,184675.784,111367.8116,B
34559,59,M,SNT,3,3,2.06,1C,0.0531,1,83458,26457.89277,58668.0316,B
34560,39,M,TNT,0,0,23.72,4,0.1163,0,128987,302088.5904,40490.418,M
34561,46,M,ST,2,0,16.24,2A,0.2654,0,277201,6887.014089,63796.55132,M
34562,50,M,ST,2,3,63.95,1C,0.2232,0,288265,209356.7715,45708.80176,M
34563,45,M,PNT,0,2,40.51,3,0.0958,0,61892,34840.7859,19448.59474,M
34564,23,M,TT,2,1,19.94,2A,0.0965,0,223659,337138.634,33498.21931,M
34565,41,M,PT,3,0,30.3,1C,0.0056,0,38961,91668.16511,34732.92643,B
34566,51,M,ST,1,1,9.57,2B,-0.0238,0,421712,142707.2002,36525.29821,M
34567,39,M,ST,0,1,7.58,1C,0.1651,0,624466,435068.9285,48832.33111,M
34568,60,M,TNT,2,0,30.76,1A,0.2558,0,117395,210170.7855,220265.0793,B
34569,32,M,TT,0,1,82.35,1C,0.0553,0,263747,555831.7937,80498.0392,M
34570,62,M,TNT,2,1,10.38,2A,-0.0867,0,48313,530974.7019,93427.99933,B
34571,59,F,TT,2,0,5.51,4,0.0192,1,557067,554402.6391,270811.464,B
34572,47,F,ST,1,1,20.93,2A,0.1701,0,262362,265958.7642,93684.42313,M
34573,50,M,SNT,1,2,14.31,1C,-0.0901,0,160938,405056.2058,57720.94489,B
34574,47,M,ST,2,1,25.18,1C,0.0958,1,710351,73367.58713,69724.73896,B
34575,41,M,TT,2,2,11.22,1A,0.132,0,37163,271068.2882,105491.227,B
34576,49,M,TNT,0,0,15.75,2B,-0.1985,0,279600,98241.6572,167488.3269,M
34577,54,M,TNT,0,2,22.11,2A,0.0903,0,57209,289191.4392,88724.27955,M
34578,41,M,ST,2,0,58.44,1C,0.0106,1,14188,43537.48464,29208.66315,B
34579,50,M,TNT,3,0,10.64,1A,0.107,0,229528,299965.1945,133948.246,B
34580,51,M,TNT,1,2,13.79,2A,0.2564,0,128292,209240.7787,46337.96483,M
34581,43,M,TT,3,0,18.81,4,-0.0315,0,157506,334960.4949,140728.8242,B
34582,53,M,TT,2,1,28.09,2B,-0.0787,0,2634,100312.5071,118983.7558,B
34583,46,M,TT,3,1,34.33,2A,0.2767,0,89556,610920.7409,93342.19989,B
34584,51,F,TT,2,1,29.45,1C,-0.0767,0,312221,608093.6822,420512.2603,B
34585,40,F,ST,0,1,14.73,1C,-0.0095,0,526353,411416.2558,46334.38513,M
34586,45,M,TNT,2,1,122.44,2B,0.1967,0,264515,176607.9564,91752.36565,B
34587,42,F,TNT,2,2,31.33,1A,0.0183,0,42413,125831.0844,101723.9238,B
34588,38,M,ST,3,0,87.1,4,0.1304,0,23628,239742.8998,48198.37009,M
34589,43,M,SNT,2,0,17.66,4,0.2374,1,112867,512629.9389,39672.60299,B
34590,50,M,SNT,1,0,15.65,4,0.0396,0,507570,259548.3282,31803.06755,M
34591,50,M,ST,2,3,59.25,2A,-0.0074,0,28335,100910.177,53068.9489,M
34592,31,F,TNT,3,1,58.8,1C,0.1643,0,43791,295362.4466,65973.62773,B
34593,42,M,TNT,4,2,9.38,1C,-0.0488,0,35133,113523.8265,111692.8576,B
34594,41,M,SNT,3,1,25.22,1C,0.0704,0,420976,84750.36964,23865.41271,M
34595,48,M,TT,2,0,22.83,1C,0.0128,1,285827,334041.0056,147502.3854,B
34596,33,F,TNT,2,0,13.3,1C,0.0031,0,70683,311467.6428,59119.82914,B
34597,40,F,ST,3,1,4.98,1C,-0.029,0,432018,611222.2273,50203.66353,B
34598,40,M,TT,0,0,58.67,1C,0.0013,0,34505,142629.2089,129826.0586,B
34599,27,M,TT,3,2,16.44,1C,0.2438,0,34354,540215.3919,55228.21036,B
34600,45,M,ST,2,0,13.24,1A,0.0099,0,191852,247434.4195,51633.44198,B
34601,53,M,TNT,2,3,86.89,4,0.2598,0,208759,303249.4831,165743.6088,M
34602,36,M,ST,0,0,33.88,2B,0.0195,0,60782,82888.73211,45446.15717,M
34603,51,M,ST,2,1,4.91,1C,-0.0382,0,110126,63656.00194,88068.04697,B
34604,38,F,ST,1,1,2.84,1C,0.1721,1,218638,5833.120533,41022.99454,B
34605,19,M,TT,3,1,11.56,3,0.0769,0,353761,253133.5986,65297.85867,B
34606,46,M,TNT,2,3,77.23,1C,-0.0084,0,9319,285489.9939,125307.8082,B
34607,39,F,TT,4,1,24.68,4,0.1981,0,71335,569360.6039,86031.81512,M
34608,26,M,ST,1,1,5.03,2A,0.0456,1,278526,83250.47491,22505.40473,B
34609,43,M,PT,0,3,2.92,2B,0.0488,0,105932,245387.4295,33698.65573,M
34610,41,M,SNT,0,1,32.89,5,0.1732,0,245981,130831.2514,18552.83437,M
34611,46,M,ST,0,0,13.86,1C,0.0593,0,388627,188124.3417,59593.95104,B
34612,44,M,ST,2,1,3.4,1C,0.1848,1,362104,937221.7328,71389.93899,B
34613,46,F,TNT,3,2,21.14,5,0.0679,0,569989,1030966.149,116845.9085,B
34614,44,F,TT,2,2,17.64,1C,-0.1421,0,119233,30419.19828,70450.86289,B
34615,58,M,TT,2,2,4.6,1C,-0.0154,0,21932,287059.4003,145016.3038,B
34616,48,M,ST,3,0,33.82,5,0.1034,0,249341,127539.4643,58882.62736,B
34617,39,M,TNT,3,0,88.46,3,0.0804,0,283219,30920.39845,51768.4781,B
34618,32,M,ST,2,0,28.38,3,0.1784,0,62352,631759.904,21389.73839,B
34619,57,M,TT,1,1,11.91,2A,0.046,0,548011,130585.6421,185875.6023,B
34620,65,F,TT,2,3,21.54,4,-0.007,0,94967,305183.6599,76886.34263,B
34621,52,M,TNT,4,0,22.84,3,0.0462,1,144605,87747.37372,131118.6527,B
34622,61,M,TT,2,3,10.66,1C,0.1832,0,194074,384520.1097,244291.6108,B
34623,25,F,TT,2,1,14.66,4,-0.003,0,586735,135311.357,45230.20577,M
34624,44,F,ST,0,1,60.88,1C,0.1039,1,88060,186908.9913,49811.55575,B
34625,31,M,PNT,4,0,31.25,5,-0.093,0,1803,329443.2837,21514.7164,M
34626,39,M,ST,0,2,11.41,3,-0.0142,0,107622,658003.0378,29435.09976,M
34627,45,M,TT,2,0,18.29,1C,0.0161,0,32083,189431.9646,101372.7603,B
34628,47,M,TT,0,0,17.12,1C,-0.0673,0,86080,251714.5291,152513.2454,B
34629,23,F,ST,2,0,40.05,1C,0.1278,0,167189,173331.4797,33523.91604,B
34630,30,M,TT,2,1,10.68,1C,0.1141,0,418725,315745.869,32773.3243,B
34631,30,M,TT,3,2,12.13,1C,0.0039,0,69919,439933.3282,45626.38209,B
34632,23,M,TT,0,1,18.79,2A,-0.0584,1,179509,72441.33933,78253.92364,B
34633,46,F,ST,2,1,43.76,1C,0.162,1,606671,156559.4552,47342.13494,B
34634,49,F,TT,0,2,51.08,2B,0.0746,0,316285,148314.7011,166593.3457,M
34635,30,M,PT,0,0,2.42,2B,0.0292,0,154295,272339.1105,24950.67596,M
34636,58,F,SNT,2,1,31.27,1A,0.1212,0,46377,36653.71563,30124.40616,B
34637,58,M,TT,0,0,2.18,2A,-0.1893,0,703385,105186.9484,292617.1648,B
34638,36,M,SNT,1,2,2.71,1C,0.0256,0,35004,57449.09851,20624.54949,M
34639,57,M,TT,3,2,33.25,1C,0.0178,0,128111,75831.23998,323945.7469,B
34640,42,M,TT,1,2,1.86,1C,0.0636,0,47091,267097.8355,123822.1169,B
34641,46,F,TNT,2,3,4.17,5,-0.0308,0,75999,465356.0385,196404.2961,M
34642,59,M,TT,1,2,64.72,1C,-0.0241,0,189820,136834.15,211065.515,B
34643,49,F,SNT,0,1,112.4,1C,0.1593,0,61896,314039.4338,38408.89086,M
34644,28,F,ST,3,1,28.44,1C,0.113,0,484523,322471.1788,27334.11622,B
34645,41,F,TNT,2,2,9.95,1A,0.0485,0,36850,561535.9134,33224.44516,B
34646,42,M,TNT,2,2,9.7,2A,-0.0762,1,70967,324558.8714,68846.73028,B
34647,39,M,ST,2,2,11.85,1C,0.1956,0,284238,24673.95173,35509.79917,B
34648,39,M,TNT,0,1,144.75,4,-0.0499,1,195056,340049.265,53662.28381,M
34649,32,M,TT,2,1,104.17,1C,0.1067,0,186848,380575.4109,59428.11998,B
34650,48,F,TNT,0,0,19.97,2A,0.0651,0,305260,827743.6229,104243.6474,B
34651,39,M,TT,0,1,13.15,1C,-0.0488,1,294909,316777.2951,88708.04191,B
34652,23,M,ST,0,3,23.67,1C,0.2764,0,233794,285462.5203,29885.31165,M
34653,36,M,TT,2,0,33.42,2A,-0.0566,0,29383,827962.0207,69783.99485,B
34654,52,M,TNT,1,0,8.76,2A,-0.0286,0,44511,753242.5281,126980.6872,B
34655,35,F,PT,2,2,28.01,1C,0.264,0,257342,66531.96056,30689.00572,M
34656,56,M,PT,1,2,5.5,2A,-0.0119,0,358133,581294.1497,38165.1306,M
34657,56,M,TNT,0,1,49.83,1C,0.1246,0,196395,559909.7803,407696.9956,B
34658,57,M,TT,1,1,3.98,2B,0.2726,0,41002,405681.1641,96629.08085,B
34659,33,M,TT,3,2,23.09,1C,0.0187,0,682170,407973.7035,29982.22088,B
34660,40,F,PT,2,0,10.56,5,-0.0772,1,472855,578194.1254,31629.58957,B
34661,35,M,PT,4,0,4.54,1C,0.0723,0,118980,485317.241,41359.79884,B
34662,45,M,TNT,1,0,26.83,1C,0.1411,0,270565,67454.14516,82613.92626,B
34663,46,F,ST,0,0,8.75,1C,0.1508,0,479908,108929.552,41345.37413,B
34664,20,M,ST,2,3,22.18,2B,-0.0136,0,1155233,341017.0318,19492.42588,M
34665,48,M,TT,2,2,19.98,1A,-0.0148,0,35066,137764.8241,214281.5003,B
34666,47,M,TNT,2,3,14.31,1C,0.0438,0,87707,560416.0198,77050.74466,B
34667,40,F,TNT,2,3,14.94,1A,-0.0533,0,65502,175925.4468,65690.16101,B
34668,61,M,SNT,1,3,27.07,1A,0.1078,0,465184,922687.2363,91554.83513,B
34669,46,M,TNT,3,2,3.16,1C,0.0258,0,126245,16033.26839,104431.1512,B
